name,rating,text,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,stars
boss kipl,,Khách khá đông giá hợp lý,,,,4
Trung Dong Nguyen,,Nhân viên nhiệt tình,,,,5
Hùng Nguyễn,,Caphe ngon,,,,5
Lê Hải Đăng,,"Đồ ăn ngon, hơi đông",,,,5
Nam Lê Hoài,,Good,,,,5
30. Nguyễn Phương Thảo lớp 7A4,,Phục vụ chậm và kô nhiệt tình,,,,3
ARJUN M K,,Standard McDonald's. The service was excellent and delivery quick. The person who took the order understood English reasonably well. He was helpful and guided us. There is seating space for around 20 people on the ground floor and even more on the first floor.,,,,5
Esport TV,,Giá khá cao,,,,5
Amour Mon,,Great,,,,5
Chaipudting USA,,"Just cross the street to the Post Office ,  #86 bus stop right infront of the post office go to Noi bai international air port. Fare cost 35,000 vnd.",,,,3
Matias Fritz,,Terrible. Don't go.,,,,1
Salnan Dong,,Crowded and not so clean. But taste good.,,,,4
Oscar TV,,Tuyệt vời.,,,,5
Dat Pham,,Quan dong khách do a phục vu rất nhanh,,,,5
Văn Thìn Nguyễn,,Hha,,,,5
Dang Giang Nguyen,,"Đông vui, đồ ăn ngon. Rất đáng thử",,,,5
Anh tai Ho,,Đẹp,,,,4
Lê Hoàng,,Không gian hơi nhỏ,,,,4
Douglas LEE,,맥모닝이 있어 다행이예요,,,,4
Son Nguyen,,Mcdonald in vn is not good as kfc,,,,3
Đạt Đinh Tiến,,Good,,,,5
Nguyễn Thị Thanh Loan,,"Đồ ăn ok, view đẹp, quán đông, chờ lâu",,,,4
Nam Trương Sơn,,"Phục vụ chuyên nghiệp, lượng khách đông khủng khiếp vào mỗi dịp cuối tuần",,,,5
Ilkay dogan,,"New and clean though a little too full at times with helpful staff trying their best to keep your waiting time as short as possible. No milkshakes unfortunately. The coffee is enjoyable, surprisingly. The food is cooked to order and hot.",,,,3
Duc Thinh Nguyen (OiviaDesu),,Sạch sẽ hiện đại với máy bán hàng tự động và đông,,,,5
lương Đào,,Good,,,,4
Long Nguyễn Vũ,,Với mình vậy là đủ,,,,5
keith wall,,"Terrible service. 15 minutes for 3 McMuffins, a Hash Brown and drinks",,,,1
kỉ niệm movies,,"Món ăn ngon, đi chơi vui vẻ, mát mẻ",,,,5
H Nguyen,,Capitalism giá rẻ,,,,4
Đức Anh Phạm,,Bt đồ ăn ko ngon,,,,3
Ray Lee,,最合理的價位，但是炸雞還是不好吃，可能是麵粉的關係,,,,3
Kingdom Park,,Hê hê đồ ngon,,,,5
Antoine L.H.,,"Un bon coin de nuit, le seul McDo qui ouvre jusqu'à 3 h, le tout dans une rue qui devient piétonne le weekend !

Bel endroit proche du lac et un Big Mac qui se respecte",,,,5
Ngân Nguyễn,,Good,,,,5
Takahisa Ishikawa,,"オーダーは入口の大きな画面で出来ます。
そこまでは、スムーズですが、
中の手際が悪くお客は、少ないのにかなり待たされました。😂",,,,3
NGỌC TRIỆU VĂN,,Đẹp đồ ăn ngon,,,,4
Lan Nguyen,,Tốt,,,,5
Vịt nướng vlog,,Làm nhanh,,,,5
Blueyes Phạm,,"Nhân viên lịch sự, phục vụ nhiệt tình. Đồ ăn bình thường, hơi mặn",,,,3
Simon Fruen,,"Dirty. Good location, one of less than 5. Near hoan kim lake.",,,,2
Đạt Ngô,,Ok. Tạm ổn,,,,4
리예술,,베트남 맥도날드는 어떤지 궁굼해서 일부러 가서 먹음.  베트남에선 고급진 음식. 맛있음 ㅋㅋ,,,,3
강동휘,,손님이  아주 많아요~~맛있습니다!!,,,,4
Phu Huy,,Chưa chuẩn bị dồ xong nhưng app của grab dã mở,,,,4
Lasse Knudsen,,Great when you need a bit of home in your travels.,,,,5
劉小鳳,,有空調,,,,5
TIẾN CỬ NGUYỄN (QHSE),,Good Mac in Hanoi,,,,4
PhuGiaThangLong Jsc,,Phục vụ tốt,,,,3
Daniel Kobiela,,Service was fine. If you really want Maccas you should come here.,,,,5
Benjamin Josi,,Did not meet my expectations to a normal mcdonalds. the bread was chewy and the burger was messy. Service was fast and good but the tables were sticky and not cleaned well. Not a proper mcdonalds burger,,,,2
Ngo Q. Anh,,Pretty good,,,,4
Linmao Teng,,Some menu is different.cos there's some rice!!,,,,3
Sim Bac,,Un mc do parmi tant d autre,,,,3
ĐỖ THỊ THU HIỀN,,Vị trí đẹp số 1 Hà Nội,,,,5
Robert Wahl,,Für alle McDonald's Fans ist das sehr gut,,,,5
Quốc Tuấn,,"Nằm ngay trung tâm thành phố, sát hồ Hoàn Kiếm. Nhân viên phục vụ tốt",,,,5
Cuc Le,,Tốt,,,,5
Thu Huong Vu,,"Đa dạng các món. Ăn được. Ko ngon haha đương nhiên vì unhealthy food mà. Dịch vụ tốt. Phục vụ nhanh, chuyên nghiệp!! 👏 Vị trí đẹp tuyệt 👍 so với các cửa hàng ăn nhanh, McDonald giá cao nhưng nhìn chung cũng đáng :)",,,,4
Anh TamMao,,Hừm,,,,5
Sơn Lê Hùng,,Cửa hàng ăn nhanh dễ tìm,,,,4
에루,,으 진심 본사에서 관리좀 나와야 할듯 ㅠㅠ;; 위생상태가 별로인데 정말 맥도날드가 생각나면 갈 만 합니다.,,,,3
Daniel Murphy,,"always a line but quick service, alot of better food in hanoi but for a mc donalds the service and quality is surprisingly good",,,,4
Lê Mạnh Hùng,,"Ko chuyên nghiệp, ko hướng dân lấy đồ lên khách phải xếp hàng 2 lần",,,,1
P. Mei,,Đồ ăn so với giá thì khá ổn. Chỉ có điều hơi đông nên đợi lâu.,,,,4
Duc Chung,,attitude,,,,1
phoenix gaming,,great,,,,5
Jay Rhee,,Fish버거를 주문했는데 빵속에 생선살 패튀만 있고 야채는 전혀 없음..그저 그랬음,,,,2
Giang Tiền Tỷ,,"Đến ăn bánh Mì miễn phí một lần theo chương trình giảm giá, Và thấy McDonald's này cũng uy tín, có nhiều trụ sở, ở Hoàng Đạo Thúy cũng có, Lương cũng cao, nên muốn đến đây ứng tuyển.Thấy cũng hay có nhiều vị trí tuyển dụng, và uy tín, nên thích đến.Đồ ăn ngon. Quên là ko check in",,,,4
Đăng Hưng Nguyễn,,"Vị trí đẹp, phù hợp giới trẻ",,,,3
Tiến Đức đỗ,,Ok,,,,5
Noah Josi,,The bread wasn't the same as other McDonalds and the food was not hot when we received it. But the service was very fast.,,,,3
Le Quynh,,Food is easy to eat and suitable for everyone,,,,5
Quyen Duy,,"Tốt, nhưng không có chỗ để xe hơi.
Gửi xe khá xa, được cái đi bộ có nhiều bóng cây.",,,,4
Do Hoang Ngoc Anh,,hơi đông,,,,5
Minh Nguyen Ba,,Good location,,,,5
Hiếu Đỗ,,"Bánh ngon, view đẹp, nên nhắc nhở nhân viên tạp vụ",,,,5
Trung Mai Xuan,,~ nhìn view khá đẹp mà chưa có dịp ăn nên chưa biết chất lượng ra sao,,,,3
Khanh Nguyen,,Khá tốt,,,,5
Phuc Nguyen,,Đồ ăn ngon và làm rất nhanh,,,,5
Han Lu,,Cho 1s ko cần lý do,,,,1
Trần Mỹ Hạnh,,"Hôm nay 26 tháng 4 2019, em gọi phần ăn gồm 1 miếng gà rán 1 khoai tây chiên và 1 coke vừa và lúc sau nhà hàng ship cho e 1 miếng gà rán và cơm ??? Tốn tiền, mọi ng đừng mua ở đây",,,,1
橋本俊英,,ハノイでやっと見つけたマック。アイスコーヒーが日本人好みでとても美味しかったですよ。,,,,4
KING PLACE BESPOKE INTERIOR,,Ok,,,,5
Andre Eikenboom,,Zoals een Mac Donalds hoort te zijn... wel ruim 2 tot 3 keer goedkoper dan in Nederland,,,,5
Mohamed Issa,,"It was pretty nice. A pitty that their menu only has limited burger choices, I would have killed for w big tasty. In general, though, food was good and service was good. The mayo is sweet, though. I thought that was weird.",,,,5
TU NGUYEN,,Đồ ăn ngon,,,,4
Dinh Long Vu,,Good with fast food,,,,4
Thu Nguyen,,Children's favourite place anytime we have weekend walk around Hoan Kiem lake,,,,5
Dung Nguyễn van,,Tốt,,,,5
Tuấn Anh Nguyễn,,Ko đăt đơn cho khách. Nhân viên khinh người,,,,1
ha ta thi thu,,It is not luxurious,,,,1
Tuan Duong,,"Vào ngày lễ và cuối tuần dịp phố đi bộ, quán thường đông quá mức trong khi quầy thanh toán nhỏ nên phải xếp hàng hơi lâu.",,,,3
Stephen Grey,,"Well, it s clean and fresh food, and popular amongst the vietnamese ppl",,,,3
Tuan Trinh,,"Đồ ăn ngon, khách đông nên phải xếp hàng chờ mua rất lâu, chỗ ngồi hơi chật chội.",,,,4
Le Nuke,,Im lovin' it,,,,5
Johnny Hsu,,"This is the only McDonald’s in Hanoi. The food taste is as same as everywhere. And it’s located in the best spot for international tourists. Just next to the Hoan Kiếm lake, and very close to the Sofitel.",,,,4
Thúy Quỳnh Đỗ,,Thèm quá uitruiui,,,,5
Monisoma Ok,,Good for kids and family after city tour and a long walk.,,,,3
Long Pham,,"So cool places, my kid love it, especially the happy menu with the toys",,,,5
Quyết UCE,,Ngon đắt,,,,5
Hieu Nguyen Chi,,Mình ăn nhà hàng này giống như ở bên pháp đấy ạ,,,,5
Slobodan Pajic,,Good food but very crowded. It would be nice that Hanoi has one more McDonald's,,,,5
Đặng Văn Nam,,Ok,,,,4
Gillian Van Biljon,,Yum lol,,,,4
hải đào hoàng,,Rất ngon.,,,,5
Tuyết Nhu,,Ngon. Đáng tiền,,,,4
Huyền Nguyễn,,"Nằm trên con đường đắt đỏ nên quán có giá khá cao, và nhân viên phục vụ ko đc tốt lắm",,,,3
Huyen Le,,"Ngon, nhiều đồ khuyến mại đặc biệt cho trẻ e..đôi khi hơi bất tiện vì đông quá",,,,4
Nguyen Thanh,,Thức ăn cũng ổn nhưng phục vụ quá lâu.  Đã ăn xong thức ăn nhưng nước uống vẫn chưa có.  Một lần đến và không quay lại,,,,2
Hai Pham,,ăn nhanh và kem oke! cafe thì ko oke lắm,,,,4
Huynh Doctor,,Chưa ăn nhưng thấy cũng ko đẹp,,,,3
Center Dẽo CT,,"Giá cả ok.đồ ăn bt.phục vụ 5*,chỗ ngồi sạch sẽ",,,,4
Дима Креченков,,"Отличный Макдональдс. Собственно еда качественная, заказ приготовили быстро, по деньгам не очень дорого. Что ещё требуется от макдональдса? Был приятно удивлён, что соусы бесплатные. После платных туалетов в Европе, бесплатные соусы в Азии - просто подарок.",,,,5
Tran Long,,Ngón ăn ngon. Giá cũng đc. Nhg đông quá nên hay quá tải chỗ ngồi :-s hy vọng sắp có cơ sở mới sẽ giảm tải đc ở đây,,,,4
Tuan Linh DANG,,ngon nhưng hơi đắt,,,,4
Roman K,,"Tried McDonald's in many locations around the world , wasn't that huge of a fan of the ones in Vietnam",,,,3
Thành Phí,,"Get out of Vietnam, please the white dudes.",,,,1
솔진,,Simply the best fastfood in Hanoi.,,,,5
tan nguyen,,Mong các bạn có thể tôn trọng việc dùng đũa,,,,1
Mạnh Trung Nguyễn,,Đồ ăn bt,,,,3
Arunothai Singtakaew,,Well,,,,4
Huy Trong,,1st McDonald's in Hanoi.,,,,4
이승현,,사람이 많은 편,,,,4
Stephen Grey,,"Service is good n fast. Outsitting sitting is suicidal as Scooters speed around the corner.
Coffee tastes like sh***",,,,3
Ngọc Ánh Hoàng,,"Mình thường cho tụi nhỏ qua đây vì chúng rất thích rất thích những phần quà trong suất happy meal ở đây. Các món ăn ở đây mình thấy khá ổn, kem ở đây ngon hơn của lotte hay KFC.",,,,5
Duy Nguyễn,,Ok,,,,5
Cao Quốc Tuấn,,Quán nằm ở trung tâm và ở ngã tư nên rất thuận tiện. Món ăn đa dạng và ngon. Nhân viên nhiệt tình và thân thiện.,,,,5
Zachary Hubbell,,"The combination of drunk American frat boys, terribly slow and disorganized service and the filthy dining room, made for a terrible experience.

Yeah, I know. Don’t come to Vietnam and eat McDonalds. That advice certainly rings true here. Avoid!",,,,1
Duc Phan Huu,,Good place for hanging out,,,,4
Дмитрий Потемкин,,"Нормуль, макдак как Макдак,  только туалета нет",,,,5
lan ngo,,Quá chán.,,,,2
H Shimizu,,ハノイに一軒だけあるマクドナルドです。土日は、いつも混雑しています。,,,,4
colorful music -,,Tạm ổn,,,,3
Stephan Blechschmidt,,"Danke Mcdonald's. Endlich mal was anderes als Reis und Nudeln.
Geht doch nichts über 20 Chicken McNuggets.",,,,5
Huy Nam Lê,,Giải trí cuối tuần,,,,5
Paul Park,,A placd to rest one piece of my soul in Hanoi when miss city life.,,,,5
M4rsHa D,,"Bangunan terdiri dari 2 lantai, terletak dekat Hoan Kiem Lake.",,,,5
Hannah Baker,,"This is the only location in Hanoi and isn’t in a convenient place with minimal seating, but if you want McDonald’s, you want McDs haha. The staff is nice and puts in an effort to serve you properly.",,,,4
Hoang Can,,"Đồ ăn khá, giá cả phải chăng",,,,4
Hùng Đặng Việt,,"Đã ăn đâu,  nhưng mà 5 sao",,,,5
G. W.,,SameSame. Nice Stuff. Ask for more tissue. Thanks!,,,,4
Mười Trần Đình,,Ngon hơn khi dùng sốt phô mai,,,,5
김가은,,사람많고 매장에서 물걸레냄새가 많이 났어요.. 한국 맥날이랑 다른점이 꽤 있어서 베트남 맥도날드가 궁금하면 한번쯤 가볼만함,,,,3
Huy Nguyen,,Nice view,,,,4
Bach Tran,,Average,,,,3
Tuan Anh Nguyen,,Not relative but the burger in pic was made by me,,,,4
Colin Almeida,,You must try the crispy spicy chicken. Clean and comfortable store with a McCafe section.,,,,3
Sol Petines,,Had to go up 2nd floor to find a seat.  We just stayed sidewalk seats as I did not like to go up the stairs,,,,3
federico giovanninetti,,"cheap and good quality, clean place",,,,5
Cuu Nong,,Nhân viên tỏ thái độ không tốt với ae giao hàng,,,,1
Shinegi Vietnam,,"Im not big fan of burger or sandwich bcz we have many delicious vietnamese food ( sorry.... And as the matter of fact, I dont like to eat junk food.) But i'd like to come here to eat icre cream. I like the restaurant space too. It's very colourful and well-decorated walls. They also consider the cleaness too. I notice that bcz the staff often sweep thr floor and clean the tables. After 10pm, they'll close 2nd floor to clean. However, like other fast food restaurants, the smell from kitchen is definitely on your cloth.
Once time when I came here with my French friend, he tried Burger and said it wasnt as good as it was in France.  Of course, right.",,,,5
Ced Nguyen,,Good taste,,,,5
TRAN VAN HUNG,,Không gian hẹp,,,,3
Sara McQuaid,,Always crowded but they never mess up.our orders and the food comes out super hot. Just as good as Western McDonald's and they have garlic chili sauce in a despenser that's really good.,,,,5
Trang Vu,,Mê nhất món kem cone huyền thoại 10k,,,,5
Quý Trần Bá,,"Phục vụ nhanh, giá cả ổn",,,,4
Hiển Dương,,"Burger, gà, khoai khá là Bình thường :)) còn kem thì khá là ngon, vị dịu nhẹ, không quá ngọt như các chỗ khác.",,,,4
Tuan Viet Tran,,"- Food's okay, but not quite the same taste as in other countries.
- Location is perfect, the restaurant looks onto the Hoan Kiem lake and the walking streets (weekend only).
- The queues look long but you actually get the food fast enough.
- If you are in group, send someone to sit at a table first to reserve it.",,,,4
Zhanara Burakhan,,Very delicious MC donald's spicy chicken hamburger meal. I like that they have different sauses to choose.,,,,5
Naomi Kipfer,,the only mcdonalds we could find 😂,,,,5
Kent Hoover,,Most seating is upstairs. Very limited bathroom for the size of restaurant,,,,4
Lê Minh Tâm,,Tốt,,,,4
Gene Splitter,,"It's the only one, so if you need your fix, it's reliable!",,,,4
Thục Linh Đặng,,"I don't want to say to much about it, I used to work here :))))",,,,4
ʚ๖ۣۜHĭ๖ۣۜHĭღ ๖ۣۜCɦαηηεlɞ,,"Đồ ăn rất ngon ! Không gian vào buổi tối rất đẹp, đợi đồ ăn chưa đến 10 phút, nhân viên nhiệt tình chu đáo",,,,5
Mathis,,Es gibt keine Veggieburger 😕,,,,4
Pham Oanh,,"Đồ ăn ngon, giá hợp lý tuy nhiên nếu đi vào cuối tuần quán đông và chen chũ",,,,4
Bui Trung,,Quán có địa thế đẹp.  Trung tâm. Nhân viên phục vụ okie.,,,,4
đạt trần tiến,,The first and that enough to interest many tourists,,,,4
Cam Minh Nguyen,,It is ok,,,,3
Kelvin Steval,,Ngon,,,,5
Minh Nguyễn Thu,,"Gia đình tôi đã ăn ở đây một vài lần, đồ ăn ngon trẻ con rất thích, đặc biệt có món ken ốc quế chỉ có 10.000 VNĐ",,,,4
Loan Ta,,Khá vừa miệng,,,,4
vinsin “vinsin” films,,Food was good service was okay,,,,4
Huyền Đỗ,,Ngon,,,,5
Bui Trang,,"Ngon, vị trí đẹp",,,,5
I,,여행와서굳이?,,,,3
vavi,,נחמד,,,,4
Quân Trần,,Đồ ăn nhanh rất ngon!!!,,,,5
Linh Đoàn,,"Đồ ăn tạm ổn, hơi mặn và giá cũng hơi chát",,,,4
Duy Tiến Nguyễn,,Sao cái gì sáng Việt Nam cũng bị biến tướng theo hướng xấu nhỉ? Nhìn phần Big Mac bán ở VN mà mình thấy xấu hổ,,,,2
Tuan Anh,,Ngồi ăn ngắm bờ hồ ^^,,,,5
Trương Hoài Nam,,"Địa điểm thuận lợi cho đi bộ và khách du lịch vì ngay sát hồ Gươm, không có điểm gửi xe thuận tiện. Phục vụ chậm và khi đông khách thì vệ sinh rất bẩn.",,,,4
Šimon Preiss,,Crowded but good.,,,,4
Ainhoa 2,,그냥 맥날인데 제발 직원들 청결 교육 좀... 기침할때 가리지않고 그냥 기침함...^-^,,,,5
anh tuan nguyen,,"Đồ ăn ổn,đông,xếp hàng lâu",,,,4
Hiep Do,,Verry Good,,,,5
Nghiem Van Anh,,Tốt,,,,4
Nguyễn Hoàng Hiệp,,Good service,,,,4
Minh Hiếu,,"Quá ngon, giữ được khẩu vị riêng của mình. Không như KFC về VN mất chất quá, đồ ăn hôi rình, ngập mỡ",,,,5
Bùi Hương Ly,,Đồ ăn ngon,,,,5
Minh Doãn Bảo,,Đệp và OK,,,,5
phathutshedzo05 prudence,,Good food,,,,5
Việt Hùng Cao (Việt Hùng),,Good.,,,,5
Marek Jankowski,,Try finding another restaurant in the Hoan Kiem area still open after 11 p.m. Usually very crowded.,,,,5
Vũ Thị Hồng Ngọc,,"Đắt, vị phù hợp với người nước ngoài hơn là người Việt",,,,2
Nguyễn Đại Xuân,,Good food in ho guom,,,,5
Glady Rose G,,"Chicken is sometimes good. However, the staff need improvement on their customer service skills.",,,,4
Huy Nguyễn Phương,,chán,,,,1
Kevin Lee,,굿. 의사소통.편리함.,,,,4
ANH LONG NGUỸEN,,"Tọa lạc nơi rất đông vui, thuận tiện, phong cách Châu Âu",,,,4
Hà Nguyễn Hoàng,,So good!!!,,,,5
massimo giordani,,Uguale in tutto il mondo!,,,,2
thiệu nguyễn,,Too crowed,,,,3
Tuân Phú,,Noi vui chơi đẹp,,,,3
Jason Chen,,去還劍湖可到此休息上洗手間,,,,4
ᄋᄋ,,하노이에 맥도날드가 있어서 다행... 더블치즈버거를 먹을 수 있어서 행복! 항상 붐비지만 기다릴만함ㅋㅋ 저번렌 사람많을시간에 갔었는데 그 시간에 치즈가 떨어져서 치즈없는 더블치즈버거를 먹었습니다..,,,,4
한석주,,2층이 한적하니 좋아요.,,,,3
꿀벌하노이,,하노이 유일한 ㅠㅠ,,,,5
Quyet Phung,,Cũng được,,,,3
Viet Rainie,,I Like McDonald,,,,5
Hải Anh Nguyễn Thị,,"Đồ ăn ổn, tuy nhiên quán đông, chờ đợi rất lâu",,,,3
Lâm Tùng,,Ngon,,,,5
Nhung Đặng Thị Hồng,,Chất lượng đồ ăn tốt,,,,5
VƯỜN LAN NHỎ,,Vị trí đẹp nhưng đẹp nhất vào cuối tuần khi xe bị cấm thì rất đẹp,,,,5
Hòa Nguyễn Xuân,,"Đông, phục vụ hơi chậm",,,,4
Mr Lars,,"Great burger but noisy inside, consider takeaway to enjoy in silence!",,,,5
Tuấn 's,,Sốt chấm best vcl,,,,5
Thanh Phạm Bá,,Đắt,,,,4
Franck Olivier,,Pas du tout organisé personnel perdu aux heures de rush temps d'attentes hors standart MCDO,,,,2
Gilles,,Best mc donald's in south east Asia. Warm burgers & fries and adequate taste. Highly recommended,,,,5
Dirk Friedrich,,Von der ersten Etage hat man einen coolen Blick auf die sehr belebte Kreuzung. Fotgrafen aufgepasst - unbedingt Langzeitbelichtungen bei Dunkelheit machen.,,,,5
Ray Trinh,,"I like their McNugget and they have the special menu for rice + fried chicken, with more sauce choices

But fast food has never been something I fancy in Hanoi since there are so much better+ healthier options around if you check out the Quarter Streets.

But you wanna grab a bite here, I do recommend to check out Lotteria, another South Korean brand with amazing chicken.",,,,3
Huong V,,Pas du tout même goût que en France ni Angleterre ou autre pays,,,,1
Alexandra Leon (Leon_leon),,McDonald’s is mcdonalds. This one is pretty busy tho,,,,4
Văn Dư Lê,,Cũng ăn đc,,,,5
Quy Hoach Va Phat Trien Mang Phong Vo Tuyen,,Kém,,,,2
Quang Nguyen Huy,,Quá đông,,,,2
Thanh Bui Duc,,Very good,,,,5
ELSAEID HISSAIN,,The food is great for the first time where the Berger has clean fish and cashews. The team remains very pleasant,,,,5
Marc Coco,,"Service lent,bruyant et sale",,,,1
Trang Nguyen Thi Minh,,"Đồ ăn ngon, phục vụ nhanh. Mở cửa 24/24",,,,5
Bảo Ngân Đào Ngô,,"Ngon nhưng quá đông => không quản lý được Khách hàng, không có thời gian vệ sinh bàn",,,,4
Lượng Điệu,,Đffffdf,,,,2
Quang Trung Phạm,,Comme d'habitude,,,,5
Hong Phamnhu,,Beautiful place and delicious food and drink,,,,4
Trần Tường,,"Ưu điểm là mở cửa 24/24, bán xuyên lễ tết; đồ ăn chuẩn bị rất nhanh. Humburger ở đây khá ngon nhưng tầm giờ buổi sáng chỉ bán bánh Muffin, bánh này khô và không ngon lắm.",,,,4
Nhật Trường Nguyễn,,"View đẹp,địa điểm trung tâm của Hà Nôi",,,,5
TWG,,하노이에 유일한 맥도날드.,,,,3
Michael B,,Good food but messy,,,,4
Mould VINHTHANH,,"Vị trí đẹp, trang trí ấn tượng, khách rất đông, thích nhất là tết vẫn mở cửa. Đồ ăn uống giá cả khá hợp lý mặc dù lựa chọn không nhiều",,,,4
강성권,,서양인들이 많다. 주문받는 직원이 갑자기 한국어로 안녕하세요 감사합니다 해서 당황,,,,5
Ahmed Awad,,Seems like the one and only in Hanoi! Totally worth having a good ol Big Mac or double cheeseburger,,,,4
Dao ttuan,,Khách đông chờ xếp ha hàng lấy đồ,,,,3
yi jay,,맛있고 저렴하다.,,,,5
Ngân music,,Đẹp,,,,5
Bùi Hoà,,Khá lạ miệng nhưng hơi ngán nếu ăn liên tục,,,,4
Cassandra Knorr,,"Bestellungen wurden vergessen, erst nach mehrmaligem Nachfragen Essen bekommen. Extra Zutaten bestellt und bezahlt, aber nicht bekommen. Essen kalt. Halbe stunde vor Ladenschluss von Putzfrauen fast rausgewischt worden. Nicht zu empfehlen.",,,,1
Nhân Võ,,Please download Mc Donald app. Last time I was given 2 fried chickens for using the code in that app...,,,,5
Cindy Carey,,employees are really nice and explain items well,,,,5
Quang Lợi Võ,,"Đồ ăn ngon,chỗ ngồi sạch sẽ,thoải mái",,,,5
Maximiliano Montovani,,Buen lugar. Más económico que su competencia.,,,,3
Phương Anh Nguyễn,,"Đừng ăn gà ở McDonald's, mở hộp ra tụt cx khỏi nói luôn!!!",,,,5
Jacques Nel,,As good as any mcdonalds :D,,,,4
Sergio Zona,,"It is the only McDonald's you can find around Hanoi and also in northern Vietnam. The place is not so big, but it is situated in the most attractive and crowded touristic area of Hanoi, especially in weekends: Hoan Kiem lake. Perfect if you're tired of Vietnamese traditional food or if you want to have a fast and tasty meal to be able to visit the nearby area...",,,,5
Perfect Luis,,🍔🍔🍔🍔🍔,,,,4
Torao,,Qua te,,,,1
HUONG NGUYEN,,Chỉ nói 1 từ tuyệt,,,,5
Rachael Toohey,,"This tastes EXACTLY like back home in Australia, so very good. Staff are freindly and speak English very well, can get a little busy depending on what day you go and what time it is, but the staff are very efficient and move the line along very quickly, even in the busy period i have never had them make a mistake with my order which is very refreshing.",,,,5
Hoàng Ngọc Trâm,,Gần hồ. Khách đông. Chờ lâu,,,,4
bé nhỏ Ớt,,Đẹp nhắm,,,,5
Eunseok,,현금으로만 결제가능하다 되있는데 카드결제 되요 매장에서 냄새많이나는거 빼곤 괜찮음,,,,5
Lam Giang,,Khá,,,,5
Hằng Nga Nguyễn Thị,,Ví trí đẹp. Không gian ấm cúng. Đồ ăn khá.,,,,5
Mr하이,,진리의 맥도날드,,,,5
Aamir Sheikh,,Superb,,,,4
보라보라,,간단한 간식사기좋아요,,,,3
Nd. Nguyen,,Ok,,,,5
garry borromeo,,For people who just got off the plane or bus and not yet keen on trying the local menu..,,,,4
Huong Nguyen,,Over-crowded,,,,4
tk kt (kojiro),,"ハノイで唯一のマックらしいです。
旅のと中で安定の味に出会えました☆",,,,4
Sam Gillson,,Food is the same as everywhere else. Bit small though.,,,,4
Eiliyah Bibi,,Took too long only orderd fries other came after me were served before me.,,,,2
Phạm Văn Trường,,Ngay ngã tu đối diện tràng tiền plaza,,,,4
steve hawkins,,McDonald's is pretty much the same everywhere. Reasonably standard all over I believe. Service is good. Some menu items differ slightly. More sauce choices. Small area though so can get crowded,,,,3
Tour Qui Nhơn Phú Yên,,Tào phớ,,,,4
Kevin Costello,,"It's a maccas, fish fillet seemed tiny... Fries were cold.",,,,2
Marcel Philippo,,"Als dit de McDonalds is, waarvan Hanoi het moet hebben,  dan  is dat een veels te klein Filiaal.  En  deze  vestiging zit op een zondagmiddag bomvol
De kwaliteit is matig tot slecht te noemen.",,,,2
Ahmed El Mogy,,Interesting local options. Sauces on Tap!,,,,4
JI SEOP SHIN,,외국 나와 입맞 맞는 음식 없으면 역시 맥도날드죠.,,,,5
이유찬,,"단 베트남 음식점에 비하여 한국인 입맛에 맞지만
기름기가 좀 있단점이 아쉽단것이다.",,,,3
Viet Son,,Dễ tìm,,,,5
Trường Phạm,,Đồ ăn ngon nhưng hơi đắt;,,,,5
Giang Truong (JB),,Good,,,,5
KEM YÊU TV,,quán ngon,,,,5
Long Đỗ Hoàng,,Hơi bất tiện vì 3 ngày cuối tuần phải đi bộ vào.,,,,4
hải bùi,,Đẹp,,,,5
Dan Le,,"Our family ordered the McRoyal, fries, Coke, fried chicken, and rice.  Food was okay, but later the entire family got food poisoning and were out for days.  Just terrible.",,,,1
Hung Le,,Đắt,,,,3
Phạm Hoàng Đức (Xôi),,"Ngon , có voucher nên rẻ vãi",,,,5
Angelo Kehrls,,"Not the best MacDonalds if been to, a bit crowded, not too friendly workers a bit chaotic... But alright after all",,,,4
Phương Đoàn,,Đồ ăn ngon tuy hơi đắt,,,,5
Da Lam Van,,"Quán đông nhân viên ko thanh toán thẻ, dịch vụ ko hài lòng.",,,,3
Đức Anh Phạm,,Rất ngon,,,,5
Jez Healey,,If you need a Big Mac fix then at least the food is the same as home. Much better than the Burger Kings pathetic attempt in Hanoi. Decent prices too.,,,,4
Jason Timble,,Ok,,,,5
Thích làm bánh,,Nơi đến cho tín đồ tích gà rán,,,,5
Đồ tập Yoga Tốt,,Good,,,,4
Binh Do Trong,,Local cuisine is more delicious,,,,3
Patrik Gaza,,Classic McDonald's :),,,,5
tony tang,,As usual...,,,,3
Xuân Quang Hồ,,"Đồ ăn rất ngon. Chất lượng tốt, nhân viên thân thiện, phục vụ nhanh chóng. Đáng đồng tiền :)",,,,5
Do Minh,,"Ít quầy thanh toán, chờ hơi lâu",,,,4
Hung Bui,,good,,,,4
Adrian G,,"One of the few McDonalds in Vietnam. And boy is it nice to get some plain old fast food once in a while. Nothing special, but not too bad either.",,,,4
Thảo Nguyễn Phương,,"Đồ ăn cũng ngon , nhưng hơn đông . Đông thì sẽ không tìm được chỗ ngồi",,,,4
