Name,Review,Stars,Translated Review,Language,Sentiment
HYEONSOL JEONG,"저녁에 사람이 너무 많아요.
키오스크는 익숙치가 않은지 한세월 걸리네요 사람들이.
손님이 너무 너무 너무 많아서 직원들이 테이블 정리를 못해요.
소스도 부족한데 리필도 안돼요.
햄버거는 뭐 그냥 빅맥인데 패티가 전자렌지에 돌린것 같고 버거 사이즈가 좀 작은 느낌입니다.
근데 좀 저렴해요 한국보다 더.",3,"Có quá nhiều người vào buổi tối.
Mọi người phải mất một năm để làm quen với ki-ốt.
Khách đông quá nên nhân viên không dọn bàn được.
Không có đủ nước sốt và không có thêm nước sốt.
Chiếc bánh hamburger chỉ là một chiếc Big Mac, nhưng miếng bánh trông giống như được nướng trong lò vi sóng và kích thước bánh mì kẹp thịt có cảm giác hơi nhỏ.
Nhưng nó rẻ hơn một chút so với Hàn Quốc.",ko,Neutral
Kim Ngân Nguyễn Vũ,Bảo vệ thu thêm tiền gửi xe. Mà kp khách nào cũng thu. Có thể là biển tỉnh lẻ sẽ thu thêm,3,Bảo vệ thu thêm tiền gửi xe. Mà kp khách nào cũng thu. Có thể là biển tỉnh lẻ sẽ thu thêm,vi,Neutral
Han Na,"mé nó vào bấm mãi đồ ăn mà không được, nhân viên thì đơ đơ",3,"mé nó vào bấm mãi đồ ăn mà không được, nhân viên thì đơ đơ",vi,Neutral
Ayanda Nhlapo,Just another mcdonald's.  Food was fresh and tasty.  Not quite like the taste in South Africa.  Very different.  Not sure if it's the mayo or chicken spice  but good otherwise,4,Chỉ là một mcdonald khác. Thức ăn tươi và ngon. Không hoàn toàn giống hương vị ở Nam Phi. Rất khác nhau. Không chắc đó là gia vị mayo hay gà nhưng ngược lại thì ngon,en,Positive
Anne Kang,친절하요~ 다만 1층 입구만 시원해요 ^^,5,"Thật thân thiện~ Tuy nhiên, chỉ có lối vào tầng một là mát mẻ ^^",ko,Positive
Hello Walker,"베트남에 와서 가장 맛없는 커피를 여기서 먹었습니다;;; 카페라떼도 아니고 카페쓰어다도 아니고 이게 뭔지;;; 가격은 또 어찌나 콧대가 높은지. 맥도날드를 비추하기는 처음입니다;;;
이곳을 나가셔서 다른 질좋은 식사와 커피를 접하시길 바랍니다;;;;",1,"Tôi đến Việt Nam và uống cà phê tệ nhất ở đây;;; Đây không phải là cafe latte, không phải cafe, đây là gì vậy?;; Giá cũng rất cao. Đây là lần đầu tiên tôi chỉ trích McDonald's;;;
Tôi hy vọng bạn sẽ ra đây và thử những bữa ăn và cà phê chất lượng khác;;;;",ko,Negative
Roger R.,"SLOW and confusing

Sometimes the chicken here is super good, but its not reliable or consistent. I renounce eating here.",2,"CHẬM và khó hiểu

Đôi khi gà ở đây siêu ngon nhưng lại không đáng tin cậy hay nhất quán. Tôi từ bỏ việc ăn ở đây.",en,Negative
Arun Dutta,Just okay,4,được thôi,en,Positive
Anduin Lin,"麥當勞和肯德基在越南開的不多
我推測是因為越南人習慣吃的清淡
但是價格上和台灣相比便宜很多
聖代冰淇淋一樣很好吃
薯條和台灣差不了多少
這裡的炸雞雖然沒有台灣的好吃
但是雞胸肉的部分很大一塊
要是炸的部分能改善一下就很完美了
要是吃飽了附近有一間越南很紅的冰棒店
可以去吃吃看
麥當勞門口出去兩點鐘的方向走去
不用兩分鐘就可以看到冰棒的招牌",4,"McDonald's và KFC chưa mở cửa nhiều ở Việt Nam
Tôi đoán là do người Việt quen ăn đồ ăn nhẹ.
Nhưng giá lại rẻ hơn nhiều so với ở Đài Loan
Kem sundae cũng ngon không kém
Khoai tây chiên kiểu Pháp không khác nhiều so với khoai tây chiên ở Đài Loan
Dù gà rán ở đây không ngon bằng gà rán ở Đài Loan
Nhưng ức gà là một miếng lớn
Sẽ thật hoàn hảo nếu phần chiên có thể được cải thiện.
Nếu bạn đã no, có một cửa hàng kem que gần đó rất nổi tiếng ở Việt Nam.
Bạn có thể đi ăn
Đi ra trước cửa hàng McDonald's và đi bộ về hướng hai giờ.
Không mất hai phút để nhìn thấy biển hiệu kem que",zh-CN,Positive
Mỹ Trinh,"Đồ ăn ngon, các bạn nhân viên ở đây phục vụ và hướng dẫn rất nhiệt tình.",5,"Đồ ăn ngon, các bạn nhân viên ở đây phục vụ và hướng dẫn rất nhiệt tình.",vi,Positive
Karen Lapniten-Bosaing (karenkariana),"This, so far, is the only McDonald's that I have been to that serves healthy options! I got shake shake salad and corn :-)

You can order using the machine and pay for your food using card. It is quite convenient.",5,"Cho đến nay, đây là cửa hàng McDonald's duy nhất tôi từng đến phục vụ các lựa chọn tốt cho sức khỏe! Tôi có salad lắc và ngô :-)

Bạn có thể đặt hàng bằng máy và thanh toán đồ ăn bằng thẻ. Nó khá thuận tiện.",en,Positive
Hung Doan,Same as any Macca's in Australia. Just no apple pies,5,Giống như bất kỳ Macca nào ở Úc. Chỉ cần không có bánh táo,en,Positive
Yoram Shitrit,"מזעזע ביותר!!!
הזמנתי בורגר עוף ,קיבלתי דוגמית של ביס,לא יותר. המחיר אינו מצדיק במאומה את הבורגר, החזרתי להם את המנה ודרשתי את כספי בחזרה. אחרי ויכוח קיבלתי את כספי ועפתי משם. פשוט ביזיון",2,"Sốc nhất!!!
Tôi gọi món burger gà, tôi chỉ ăn thử một miếng, không có gì hơn. Giá cả không phù hợp với chiếc burger chút nào, tôi đã trả lại phần đó và yêu cầu trả lại tiền. Sau một hồi tranh cãi, tôi lấy tiền và bay đi. Chỉ là một sự ô nhục",iw,Negative
Victorian Thibault-malo,Matcha-Oreo Mcflurry was *chef's kiss*,5,Matcha-Oreo Mcflurry là *nụ hôn của đầu bếp*,en,Positive
Hồng Sơn Nguyễn,"Food in here is warmer than other food, nice food service, and fries, fillet-o-fish and chicken nugget is really good",5,"Đồ ăn ở đây ấm hơn những món khác, phục vụ tốt, khoai tây chiên, cá phi lê và gà viên rất ngon",en,Positive
VuongToanChien Chiến 686868,Chờ lấy đơn quá lâu,2,Chờ lấy đơn quá lâu,vi,Negative
Laura de Vries,"Classic McDonald’s, good deals, give you a coupon for the next time you visit! Highly recommend the McSpicy and the Vietnamese latte",5,"McDonald's cổ điển, ưu đãi tốt, tặng bạn phiếu giảm giá cho lần ghé thăm tiếp theo! Rất khuyến khích McSpicy và latte Việt Nam",en,Positive
Quỳnh Anh Phạm,Làm đồ chậm còn thái độ với khách,1,Làm đồ chậm còn thái độ với khách,vi,Negative
Max Me,"Einer der wenigen McDonald's in Hanoi, zentral gelegen mit Bedientterminal und Bring in Service. Sehr gute Preise, auch mit der McDonald's App Vietnam kann man hier noch besondere Deals nutzen. Überwiegend von Touristen genutzt bei ausreichend Sitzplätzen, auch im ersten Obergeschoss. Nahe der Altstadt und anderen Sehenswürdigkeiten gelegen kann man hier sich vorbereiten auf den Besuch der Sehenswürdigkeiten. Gut, nicht zu kalt, klimatisiert mit sauberen Toiletten.",4,"Một trong số ít McDonald's ở Hà Nội, nằm ở trung tâm có trạm dịch vụ và dịch vụ mang đi. Giá cực tốt, bạn còn có thể tận dụng ưu đãi đặc biệt với ứng dụng McDonald's Việt Nam. Chủ yếu được khách du lịch sử dụng với đủ chỗ ngồi, kể cả ở tầng một. Nằm gần phố cổ và các điểm tham quan khác nên bạn có thể chuẩn bị cho việc tham quan các thắng cảnh tại đây. Tốt, không quá lạnh, có máy lạnh, nhà vệ sinh sạch sẽ.",de,Positive
김낙원,누구나 아는 맥도날드입니다. 그렇지만 현지의 오묘한 맛의 차이를 느끼고 싶다면 추천드립니다. 사람이 너무 많고 아직 베트남 사람들은 키오스크에 익숙치 않는 모습입니다,4,"Đây là McDonald's mà mọi người đều biết. Tuy nhiên, tôi khuyên bạn nên dùng nó nếu bạn muốn trải nghiệm sự khác biệt tinh tế trong hương vị địa phương. Có quá nhiều người và người Việt Nam vẫn chưa quen với ki-ốt.",ko,Positive
Leonardo Duc Dao,Reis mit Hähnchen und Salat gibt es nicht in jedem Mc Donalds. Daher unbedingt ausprobieren. Das Hähnchen ist knusprig und der Reis ist frisch gemacht,4,"Cơm với thịt gà và salad không có sẵn ở mọi cửa hàng McDonald's. Vì vậy, chắc chắn hãy thử nó. Thịt gà giòn và cơm mới làm",de,Positive
강수민,빅맥먹었는데 맛있었어요,5,Tôi đã có một chiếc Big Mac và nó rất ngon.,ko,Positive
Trung Nguyen Tuan,Hệ thống đặt hàng bằng máy rất nhanh và tiện lợi.,5,Hệ thống đặt hàng bằng máy rất nhanh và tiện lợi.,vi,Positive
謝宗銘,Ngon,5,Ngon,vi,Positive
Benoit Pirenne,On a pas pu s'en empêcher après plusieurs semaines de nourriture locale !,4,Chúng tôi không thể tự giúp mình sau vài tuần ăn đồ ăn địa phương!,fr,Positive
melvin san gabriel,Service is fast. They have crew all over the place to assist you.,4,Dịch vụ nhanh chóng. Họ có đội ngũ ở khắp mọi nơi để hỗ trợ bạn.,en,Positive
Hsu James,Vietnamese test,3,thi tiếng việt,en,Neutral
Minh Tú Hoàng,"Ngon, sạch sẽ",5,"Ngon, sạch sẽ",vi,Positive
Pratik Gadgil,"I went here twice. The order didn't take long to place, and there were staff to help when I couldn't place the order through the touch screen device ( since I have never placed one in that manner before ). The order was served to my table within 7-8 mins. There are both- high and normal level of seats available.

I tried the same burger on both occasions, and it was very good, there are many customizations available, and there is an option to add extra or exclude an ingredient you want and don't want respectively. Found it better than one of the competitors. The rates do look a bit high, but surely there is a variety, and the area is also quite large. Being located right next to the HK Lake does gives the restaurant a competitive advantage.",5,"Tôi đã đến đây hai lần. Đơn hàng được thực hiện không mất nhiều thời gian và có nhân viên trợ giúp khi tôi không thể đặt hàng qua thiết bị màn hình cảm ứng (vì tôi chưa bao giờ đặt hàng theo cách đó trước đây). Đơn hàng được phục vụ đến bàn của tôi trong vòng 7 - 8 phút. Có cả loại ghế cao và bình thường.

Tôi đã thử cùng một loại bánh mì kẹp thịt trong cả hai lần và nó rất ngon, có nhiều tùy chỉnh và có tùy chọn để thêm hoặc loại trừ thành phần bạn muốn và không muốn tương ứng. Tìm thấy nó tốt hơn một trong những đối thủ cạnh tranh. Giá có vẻ hơi cao nhưng chắc chắn là có nhiều loại và diện tích cũng khá rộng. Nằm ngay cạnh Hồ HK mang lại cho nhà hàng một lợi thế cạnh tranh.",en,Positive
Cristina Nannarone Tran,"I had to taste test the coffee :) it was awesome cause Vietnam knows it coffee!  Hubby tried the big breakfast and said it was good but he was so happy to have a strawberry sundae since they took those away in Canada (no idea why )
When in another country you gotta try at least one chain place for fun 😊",5,"Tôi đã phải nếm thử cà phê :) thật tuyệt vời vì Việt Nam biết đến cà phê! Hubby đã thử bữa sáng thịnh soạn và nói rằng nó rất ngon nhưng anh ấy rất vui khi có một chiếc kem dâu tây vì họ đã mang chúng đi Canada (không biết tại sao)
Khi ở một quốc gia khác, bạn phải thử ít nhất một chuỗi địa điểm cho vui 😊",en,Positive
Nguyen Huy Tung,Không gian chật quá!,4,Không gian chật quá!,vi,Positive
Douglas Johnson,True McDonald’s in nearly every way. Taste is the same as back home but much friendlier and happier staff. The Oreo McFlurry with extra Oreo was perfect on a hot and humid day walking around Old Hanoi!,5,McDonald's đích thực về mọi mặt. Hương vị giống như ở nhà nhưng nhân viên thân thiện và vui vẻ hơn nhiều. Oreo McFlurry có thêm Oreo thật hoàn hảo trong một ngày nóng ẩm khi dạo quanh Hà Nội Cũ!,en,Positive
Cường Trần,Mình thích ăn Big Mac,5,Mình thích ăn Big Mac,vi,Positive
Dennis Danetzki,"One of the worst McDonald’s experiences I ever had. First of all our order was forgotten and we had to ask after around 15 minutes as it disappeared on the display.
After the unfriendly employee gave us our order and we went to our table, we noticed that our burger were completely fallen apart and one half was even in the bag.

The quality of the food was (beside the look) like McDonald’s and not very different to European/Western McDonald’s.

Besides that I would not recommend going to this restaurant.",1,"Một trong những trải nghiệm tồi tệ nhất của McDonald tôi từng có. Trước hết, đơn hàng của chúng tôi đã bị lãng quên và chúng tôi phải hỏi sau khoảng 15 phút khi nó biến mất trên màn hình.
Sau khi nhân viên không thân thiện gọi món cho chúng tôi và chúng tôi đi đến bàn của mình, chúng tôi nhận thấy chiếc bánh mì kẹp thịt của chúng tôi đã hoàn toàn vỡ vụn và một nửa thậm chí còn nằm trong túi.

Chất lượng món ăn (ngoài vẻ ngoài) giống McDonald's và không khác lắm so với McDonald's Châu Âu/phương Tây.

Ngoài ra tôi không khuyên bạn nên đến nhà hàng này.",en,Negative
Papuas Kanibal,"מקום נקי, מהיר וזול",5,"Nơi sạch sẽ, nhanh chóng và rẻ tiền",iw,Positive
Itay Chechik,Why would you come all the way to Hanoi to go to mcdonalds,1,Tại sao bạn lại đến tận Hà Nội để đi ăn McDonalds?,en,Negative
Kushi Bomba,"Food was ok

When we were there, it was full of families and the whole place smelled like sewer

Thankfully my poop0o time afterwards was A-Ok, so 3💫",3,"Thức ăn ổn

Khi chúng tôi ở đó, nơi đó đầy rẫy các gia đình và toàn bộ nơi này có mùi như cống rãnh

Rất may là thời gian poop0o của tôi sau đó là A-Ok, vậy là 3💫",en,Neutral
Harry Hải,1 trải nghiệm thú vị!,5,1 trải nghiệm thú vị!,vi,Positive
김용찬,특별할거 없음,3,Không có gì đặc biệt,ko,Neutral
yakamo k,The machines mess up any customisation you make . This has happened several time so I quit coming here as it's too much time and effort.,1,Máy móc sẽ làm rối tung mọi tùy chỉnh mà bạn thực hiện. Việc này đã xảy ra nhiều lần nên tôi không đến đây nữa vì tốn quá nhiều thời gian và công sức.,en,Negative
Neil 3413,廁所好髒.....,4,Nhà vệ sinh bẩn quá...,zh-CN,Positive
